epoch,iteration,train_loss,test_loss,learning_rate
39,1256,2.65934419631958,2.907390594482422,0.0013527595427905588
39,1264,2.662029504776001,2.9058308601379395,0.0013527595427905588
39,1272,2.666630506515503,2.9062862396240234,0.0013527595427905588
40,1288,2.656865119934082,2.905195951461792,0.0012851215656510308
40,1296,2.658707857131958,2.9041969776153564,0.0012851215656510308
40,1304,2.6651134490966797,2.9063494205474854,0.0012851215656510308
41,1320,2.6540660858154297,2.902316093444824,0.0012208654873684791
41,1328,2.656442880630493,2.90087890625,0.0012208654873684791
41,1336,2.662454605102539,2.9029431343078613,0.0012208654873684791
42,1352,2.6532375812530518,2.9008631706237793,0.0011598222130000551
42,1360,2.653676986694336,2.899686336517334,0.0011598222130000551
42,1368,2.658903121948242,2.9014387130737305,0.0011598222130000551
43,1384,2.6514744758605957,2.899663209915161,0.0011018311023500522
43,1392,2.651679515838623,2.8984291553497314,0.0011018311023500522
43,1400,2.6548452377319336,2.8996520042419434,0.0011018311023500522
44,1416,2.6493475437164307,2.898115396499634,0.0010467395472325495
44,1424,2.65047287940979,2.8974761962890625,0.0010467395472325495
44,1432,2.6552321910858154,2.899304151535034,0.0010467395472325495
45,1448,2.648016929626465,2.897001266479492,0.000994402569870922
45,1456,2.6482303142547607,2.8959600925445557,0.000994402569870922
45,1464,2.652683734893799,2.897334575653076,0.000994402569870922
46,1480,2.6465916633605957,2.894831895828247,0.0009446824413773759
46,1488,2.6472530364990234,2.89483380317688,0.0009446824413773759
46,1496,2.650692939758301,2.895599842071533,0.0009446824413773759
47,1512,2.64457368850708,2.8936502933502197,0.0008974483193085071
47,1520,2.6448311805725098,2.8930790424346924,0.0008974483193085071
47,1528,2.6488542556762695,2.8942182064056396,0.0008974483193085071
48,1544,2.6430509090423584,2.8923587799072266,0.0008525759033430817
48,1552,2.6430857181549072,2.8917133808135986,0.0008525759033430817
48,1560,2.64656925201416,2.8928492069244385,0.0008525759033430817
49,1576,2.6414430141448975,2.8914828300476074,0.0008099471081759276
49,1584,2.641197681427002,2.891746997833252,0.0008099471081759276
49,1592,2.6450374126434326,2.8917617797851562,0.0008099471081759276
50,1608,2.6402244567871094,2.890118360519409,0.0007694497527671312
50,1616,2.6404032707214355,2.8904366493225098,0.0007694497527671312
50,1624,2.642911672592163,2.8902995586395264,0.0007694497527671312
51,1640,2.6383461952209473,2.8884758949279785,0.0007309772651287747
51,1648,2.6388580799102783,2.889383554458618,0.0007309772651287747
51,1656,2.640425205230713,2.888972282409668,0.0007309772651287747
52,1672,2.636920928955078,2.8884177207946777,0.0006944284018723359
52,1680,2.6377620697021484,2.888686180114746,0.0006944284018723359
52,1688,2.639709234237671,2.8889455795288086,0.0006944284018723359
53,1704,2.6359987258911133,2.8868112564086914,0.0006597069817787191
53,1712,2.6357829570770264,2.8872551918029785,0.0006597069817787191
53,1720,2.6382803916931152,2.8878324031829834,0.0006597069817787191
54,1736,2.6349778175354004,2.8865103721618652,0.0006267216326897832
54,1744,2.6345887184143066,2.886256694793701,0.0006267216326897832
54,1752,2.635958194732666,2.886935234069824,0.0006267216326897832
55,1768,2.6331260204315186,2.8865509033203125,0.000595385551055294
55,1776,2.635321617126465,2.8859763145446777,0.000595385551055294
55,1784,2.6356091499328613,2.8859152793884277,0.000595385551055294
56,1800,2.6325061321258545,2.884960174560547,0.0005656162735025292
56,1808,2.6332361698150635,2.884599208831787,0.0005656162735025292
56,1816,2.634521484375,2.885617971420288,0.0005656162735025292
57,1832,2.6308069229125977,2.884690284729004,0.0005373354598274027
57,1840,2.632326126098633,2.884366750717163,0.0005373354598274027
57,1848,2.633251667022705,2.884979486465454,0.0005373354598274027
58,1864,2.6306800842285156,2.8838281631469727,0.0005104686868360325
58,1872,2.6321563720703125,2.8835086822509766,0.0005104686868360325
58,1880,2.6322827339172363,2.883946418762207,0.0005104686868360325
59,1896,2.629807949066162,2.8836703300476074,0.0004849452524942309
59,1904,2.6312928199768066,2.882460117340088,0.0004849452524942309
59,1912,2.631619453430176,2.8831169605255127,0.0004849452524942309
